City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,codrington,-38.2667,141.9667,13.3,77,70,8.88,AU,1696110940
277,kruisfontein,-34.0033,24.7314,12.16,77,3,5.86,ZA,1696110940
278,bilqas,31.2145,31.358,22.76,80,70,1.95,EG,1696110941
279,port alfred,-33.5906,26.891,12.32,91,91,1.79,ZA,1696110941
280,papatowai,-46.5619,169.4708,11.89,61,80,6.2,NZ,1696110941
281,kudymkar,59.0173,54.656,8.47,87,100,3.28,RU,1696110942
282,vorgashor,67.5833,63.95,2.93,98,100,7.34,RU,1696110943
283,tieli,46.95,128.05,7.28,93,94,2.08,CN,1696110944
284,ribeira grande,38.5167,-28.7,19.32,82,58,3.58,PT,1696110944
285,bathsheba,13.2167,-59.5167,31.34,79,20,7.2,BB,1696110944
286,sittwe,20.15,92.9,26.12,89,99,4.4,MM,1696110945
287,sao tome,0.3365,6.7273,25.84,86,99,4.65,ST,1696110945
288,anadyr,64.75,177.4833,-0.72,80,20,5.0,RU,1696110946
289,teguise,29.0605,-13.564,23.12,78,0,2.06,ES,1696110946
290,buka,40.8108,69.1986,14.96,31,13,2.17,UZ,1696110947
291,queenstown,-31.8976,26.8753,9.13,70,100,2.94,ZA,1696110947
292,manta,-0.95,-80.7333,31.88,48,40,3.09,EC,1696110947
293,miyako,39.6367,141.9525,18.78,93,100,1.82,JP,1696110948
294,callao,-12.0667,-77.15,21.16,68,75,5.66,PE,1696110948
295,kill devil hills,36.0307,-75.676,21.0,90,100,4.12,US,1696110713
296,mirnyy,62.5353,113.9611,2.91,100,90,1.79,RU,1696110949
297,mecca,21.4267,39.8261,30.33,46,0,0.89,SA,1696110949
298,marsh harbour,26.5412,-77.0636,28.74,73,99,1.47,BS,1696110950
299,mangrol,21.1167,70.1167,26.94,74,63,4.72,IN,1696110950
300,hovd,48.0056,91.6419,7.48,56,100,2.27,MN,1696110950
301,vyritsa,59.4078,30.3481,11.73,76,62,3.94,RU,1696110951
302,margate,51.3813,1.3862,16.84,74,12,2.24,GB,1696110952
303,myrina,39.8797,25.0742,17.58,72,0,0.0,GR,1696110952
304,weno,7.4515,151.8468,26.97,89,100,1.54,FM,1696110952
305,mirabad,30.4362,61.8383,20.8,24,0,4.05,AF,1696110953
306,buala,-8.145,159.5921,26.67,85,100,3.63,SB,1696110953
307,zheleznodorozhnyy,55.7503,38.0042,16.29,58,18,3.77,RU,1696110954
308,avenal,36.0041,-120.129,23.31,41,84,1.34,US,1696110954
309,tsagan aman,47.5639,46.7218,14.57,49,2,3.86,RU,1696110955
310,siwa oasis,29.2041,25.5195,25.96,53,100,5.22,EG,1696110955
311,caconda,-13.7333,15.0667,18.28,76,34,1.78,AO,1696110956
312,valasske mezirici,49.4718,17.9711,11.59,83,13,1.08,CZ,1696110956
313,sarmiento,-45.5882,-69.07,17.71,29,92,6.74,AR,1696110957
314,cabo san lucas,22.8909,-109.9124,36.45,63,6,5.3,MX,1696110671
315,shingu,33.7333,135.9833,24.1,86,48,1.92,JP,1696110958
316,nyrob,60.733,56.7202,7.76,94,80,3.48,RU,1696110958
317,czarna bialostocka,53.3051,23.2815,9.9,93,58,2.54,PL,1696110958
318,basse-terre,16.1667,-61.6667,28.66,74,20,4.12,GP,1696110814
319,alice springs,-23.7,133.8833,23.75,20,3,4.12,AU,1696110959
320,nova vicosa,-17.8919,-39.3719,23.45,75,96,4.55,BR,1696110960
321,baiyin,36.5583,104.2081,14.61,72,100,1.72,CN,1696110960
322,arraial do cabo,-22.9661,-42.0278,21.98,73,75,7.72,BR,1696110961
323,colonia,50.9333,6.95,14.42,83,0,1.03,DE,1696110818
324,vilyuysk,63.7553,121.6247,5.98,82,100,3.23,RU,1696110961
325,pisco,-13.7,-76.2167,21.03,73,0,4.12,PE,1696110962
326,kisangani,0.5167,25.2,22.08,95,66,0.48,CD,1696110962
327,mariehamn,60.0973,19.9348,12.68,87,0,1.03,AX,1696110963
328,boa vista,2.8197,-60.6733,35.99,36,20,4.12,BR,1696110963
329,ispir,40.4829,40.9956,14.71,77,86,0.79,TR,1696110964
330,kristiansund,63.1115,7.732,11.36,93,75,7.72,NO,1696110964
331,dubbo,-32.25,148.6167,25.07,31,62,10.29,AU,1696110965
332,bodo,67.28,14.405,9.02,94,75,9.26,NO,1696110965
333,mugia,43.1041,-9.2179,19.53,79,7,1.28,ES,1696110965
334,urucara,-2.5364,-57.76,33.61,28,100,1.04,BR,1696110966
335,bairnsdale,-37.8333,147.6167,26.7,24,100,3.58,AU,1696110966
336,klaksvik,62.2266,-6.589,9.51,79,86,5.0,FO,1696110967
337,holualoa,19.6228,-155.9522,28.77,71,20,4.63,US,1696110967
338,sile,41.1754,29.6133,20.32,76,98,0.45,TR,1696110968
339,mazagao,-0.115,-51.2894,32.03,55,31,3.66,BR,1696110968
340,hulan ergi,47.2042,123.6333,8.48,67,70,3.04,CN,1696110968
341,cockburn town,21.4612,-71.1419,28.98,79,40,5.14,TC,1696110904
342,ambovombe,-25.1667,46.0833,20.81,88,73,1.83,MG,1696110969
343,guangyuan,32.442,105.823,18.3,79,100,1.81,CN,1696110970
344,saarijarvi,62.7049,25.254,11.09,94,95,3.82,FI,1696110970
345,boa esperanca,-21.09,-45.5658,25.99,52,85,1.24,BR,1696110916
346,aitape,-3.1374,142.3475,26.64,86,94,2.9,PG,1696110971
347,prado,-17.3411,-39.2208,23.15,79,98,4.6,BR,1696110972
348,oltinko'l,40.8011,72.1634,17.01,37,4,1.92,UZ,1696110972
349,lamu,-2.2717,40.902,26.12,80,3,6.63,KE,1696110973
350,la paz,-16.5,-68.15,17.99,39,75,2.57,BO,1696110968
351,north bondi,-33.8824,151.2769,26.63,51,0,4.12,AU,1696110973
352,wewak,-3.5534,143.6268,25.95,87,100,2.71,PG,1696110974
353,lompoc,34.6391,-120.4579,22.79,68,40,5.66,US,1696110974
354,puerto madero,14.7208,-92.4215,29.93,71,58,3.22,MX,1696110975
355,yurimaguas,-5.9,-76.0833,29.09,74,100,4.63,PE,1696110975
356,brookings,44.3114,-96.7984,31.19,61,0,5.14,US,1696110975
357,cuamba,-14.8031,36.5372,24.69,29,28,1.77,MZ,1696110976
358,as sulayyil,20.4607,45.5779,30.14,14,0,2.18,SA,1696110976
359,nepomuceno,-21.2358,-45.2358,22.07,70,87,2.36,BR,1696110977
360,happy valley-goose bay,53.3168,-60.3315,19.17,42,75,2.06,CA,1696110977
361,sona,45.4388,10.8255,19.77,72,0,2.06,IT,1696110977
362,aral,40.5156,81.2636,18.53,30,74,2.81,CN,1696110978
363,rio grande,-32.035,-52.0986,15.06,78,50,4.24,BR,1696110978
364,tura,25.5198,90.2201,22.84,98,99,1.5,IN,1696110979
365,bonthe,7.5264,-12.505,26.34,89,7,2.73,SL,1696110979
366,jayapura,-2.5333,140.7,24.66,88,98,2.37,ID,1696110979
367,vinton,37.281,-79.897,27.32,63,20,3.6,US,1696110980
368,sterling,39.0062,-77.4286,24.73,68,82,1.79,US,1696110864
369,tuscaloosa,33.2098,-87.5692,32.88,39,0,3.6,US,1696110899
370,tobruk,32.0836,23.9764,23.8,70,0,6.14,LY,1696110981
371,kiunga,-6.1219,141.2906,23.2,100,100,0.44,PG,1696110981
372,uryupinsk,50.8047,42.0138,12.56,51,14,3.14,RU,1696110982
373,sao vicente,-23.9631,-46.3919,23.88,56,100,2.57,BR,1696110982
374,kilju,40.9642,129.3278,11.14,67,54,2.62,KP,1696110983
375,pirajui,-21.9986,-49.4572,28.76,43,80,1.34,BR,1696110983
376,san jose del cabo,23.0589,-109.6977,36.44,62,3,0.89,MX,1696110971
377,porto novo,6.4965,2.6036,27.9,85,0,2.58,BJ,1696110984
378,khandyga,62.6667,135.6,-1.15,55,29,0.64,RU,1696110984
379,broome,42.2506,-75.833,21.84,76,20,1.34,US,1696110984
380,westport,41.1415,-73.3579,18.34,80,100,3.6,US,1696110806
381,saint-joseph,-21.3667,55.6167,21.21,77,20,5.32,RE,1696110985
382,vernon,50.2581,-119.2691,16.45,55,55,1.34,CA,1696110986
383,acarau,-2.8856,-40.12,26.35,77,45,8.29,BR,1696110986
384,kunduz,36.75,68.75,17.96,30,0,0.61,AF,1696110987
385,bogale,16.2833,95.4,24.39,97,100,2.95,MM,1696110987
386,papao,-17.75,-149.55,27.82,83,5,9.39,PF,1696110987
387,gizo,-8.103,156.8419,27.07,81,100,3.83,SB,1696110988
388,lobujya,27.95,86.8167,0.32,89,100,0.74,NP,1696110988
389,al bawiti,28.3492,28.8659,26.6,51,78,4.03,EG,1696110989
390,cruzeiro do sul,-29.5128,-51.9853,18.07,83,100,2.75,BR,1696110989
391,howrah,22.5892,88.3103,26.0,94,75,2.57,IN,1696110989
392,moyynkum,44.2914,72.9469,16.28,43,100,4.52,KZ,1696110990
393,meraux,29.933,-89.9498,32.03,47,0,6.69,US,1696110990
394,ilek,51.5271,53.3831,10.67,78,36,2.82,RU,1696110991
395,trinidad,-14.8333,-64.9,30.99,48,81,3.09,BO,1696110991
396,az zawiyah,32.0963,35.0398,25.03,68,0,2.57,PS,1696110992
397,batouri,4.4333,14.3667,20.79,96,98,0.23,CM,1696110992
398,antsiranana,-12.2787,49.2917,22.65,84,14,6.1,MG,1696110992
399,bartlesville,36.7473,-95.9808,32.28,45,0,7.72,US,1696110993
400,skovorodino,53.9833,123.9167,1.55,91,25,1.26,RU,1696110993
401,labytnangi,66.6572,66.4183,1.15,92,100,4.36,RU,1696110994
402,saldanha,-33.0117,17.9442,9.03,75,0,4.53,ZA,1696110994
403,georgiyevka,43.0369,74.7114,10.02,93,20,1.0,KZ,1696110994
404,road town,18.4167,-64.6167,31.05,74,40,5.66,VG,1696110883
405,lucapa,-8.4192,20.7447,21.39,76,100,0.42,AO,1696110995
406,yangjiang,21.85,111.9667,25.05,88,0,1.57,CN,1696110995
407,khangarh,29.9173,71.1618,24.04,27,0,1.26,PK,1696110996
408,vilyuchinsk,52.9306,158.4028,4.15,61,100,0.46,RU,1696110996
409,dwarka,22.2394,68.9678,26.88,83,14,5.22,IN,1696110997
410,rabo de peixe,37.8,-25.5833,21.66,99,75,6.69,PT,1696110997
411,polyarnyy,69.1989,33.4478,7.71,94,91,3.57,RU,1696110997
412,murzuq,25.9155,13.9184,27.31,34,43,5.13,LY,1696110998
413,chaihe,44.7667,129.7,6.8,92,79,1.73,CN,1696110998
414,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,100,0,2.0,RU,1696110999
415,west fargo,46.875,-96.9004,25.0,72,0,5.14,US,1696110999
416,areia branca,-4.9561,-37.1369,29.11,70,72,9.41,BR,1696110999
417,utena,55.5,25.6,10.35,87,18,4.88,LT,1696111000
418,serhetabat,35.2799,62.3438,13.7,35,0,1.49,TM,1696111000
419,nuuk,64.1835,-51.7216,1.6,80,8,2.68,GL,1696111001
420,saint-pierre,-21.3393,55.4781,21.82,78,0,2.06,RE,1696111001
421,inhambane,-23.865,35.3833,23.88,87,0,6.04,MZ,1696111001
422,itoman,26.1247,127.6694,27.43,94,75,3.6,JP,1696111002
423,anaconda,46.1285,-112.9423,14.55,73,100,2.77,US,1696111002
424,brak,27.5496,14.2714,26.59,41,76,8.35,LY,1696111002
425,salalah,17.0151,54.0924,25.97,71,53,0.57,OM,1696111003
426,nar'yan-mar,67.6713,53.087,9.86,98,100,3.88,RU,1696111003
427,pizarro,4.9533,-77.366,28.38,77,84,2.83,CO,1696111004
428,roccella ionica,38.322,16.4009,20.98,77,2,3.74,IT,1696111004
429,moose jaw,50.4001,-105.5344,11.14,82,100,5.66,CA,1696111004
430,ad dilam,23.9915,47.1627,29.23,17,0,1.71,SA,1696111005
431,dunedin,-45.8742,170.5036,12.26,54,99,1.93,NZ,1696110891
432,port macquarie,-31.4333,152.9167,22.16,55,2,3.96,AU,1696110905
433,mulki,13.1,74.8,25.6,94,75,1.54,IN,1696111006
434,crucecita,-28.95,-58.9833,17.48,56,1,3.62,AR,1696111007
435,flying fish cove,-10.4217,105.6791,23.82,88,75,4.12,CX,1696111007
436,dawson creek,55.7666,-120.2362,11.8,58,20,3.09,CA,1696110768
437,illapel,-31.6308,-71.1653,19.67,54,0,2.02,CL,1696110971
438,springbok,-29.6643,17.8865,11.45,75,0,1.86,ZA,1696111008
439,yacimiento rio turbio,-51.5732,-72.3508,1.57,85,100,4.0,AR,1696111009
440,san fernando de apure,7.8878,-67.4724,30.17,76,96,0.5,VE,1696111009
441,karachi,24.9056,67.0822,27.9,51,1,0.0,PK,1696110794
442,birao,10.2849,22.7882,21.87,96,100,0.75,CF,1696111010
443,pangkalpinang,-2.1333,106.1333,25.46,79,88,2.02,ID,1696111010
444,sarina,-21.4333,149.2167,23.48,1,38,4.77,AU,1696111011
445,behbahan,30.5959,50.2417,26.49,30,0,1.6,IR,1696111011
446,susuman,62.7833,148.1667,-2.87,78,26,1.28,RU,1696111011
447,sur,22.5667,59.5289,29.84,47,2,4.13,OM,1696111012
448,manokwari,-0.8667,134.0833,25.93,80,89,1.07,ID,1696111012
449,mwene-ditu,-7.0,23.45,20.52,85,80,0.97,CD,1696111013
450,mkushi,-13.6202,29.3939,21.69,39,51,2.09,ZM,1696111013
451,khromtau,50.2503,58.4347,10.35,86,92,3.5,KZ,1696111013
452,les avirons,-21.2418,55.3394,20.05,78,0,2.06,RE,1696111014
453,fortuna,40.5982,-124.1573,18.53,73,75,6.17,US,1696111014
454,daru,-9.0763,143.2092,25.36,84,99,7.02,PG,1696111015
455,alaghsas,17.0187,8.0168,31.07,34,79,9.3,NE,1696111015
456,kaset wisai,15.6556,103.5836,24.15,93,100,1.9,TH,1696111015
457,sinjai,-5.1241,120.253,22.72,81,50,1.78,ID,1696111016
458,vodnyy,63.5046,53.4095,10.34,92,100,4.75,RU,1696111016
459,soto la marina,23.7667,-98.2167,34.6,42,23,7.6,MX,1696111016
460,az zubayr,30.3945,47.7011,22.92,33,0,3.09,IQ,1696111017
461,eastham,41.8301,-69.9739,15.53,82,100,4.47,US,1696111017
462,thurgoona,-36.0451,146.9919,16.0,100,60,0.45,AU,1696111018
463,kitimat,54.0524,-128.6534,15.94,70,39,0.89,CA,1696111018
464,dongola,19.1667,30.4833,35.36,12,3,3.52,SD,1696111018
465,elverum,60.8819,11.5623,7.49,85,16,1.2,NO,1696111019
466,puerto baquerizo moreno,-0.9,-89.6,24.55,78,75,4.63,EC,1696111019
467,mermoz boabab,14.7065,-17.4758,28.88,79,20,2.06,SN,1696111020
468,kandira,41.0736,30.1746,17.55,88,98,0.28,TR,1696111020
469,estes park,40.3772,-105.5217,25.02,29,72,7.6,US,1696111020
470,brinsmead,-16.9058,145.7096,25.53,79,40,3.6,AU,1696111021
471,la jolla,32.8473,-117.2742,22.84,75,100,7.2,US,1696111021
472,nuits-saint-georges,47.1333,4.95,14.86,82,0,1.54,FR,1696111022
473,lensk,60.7253,114.9278,4.77,96,80,1.93,RU,1696111022
474,pathein,16.7833,94.7333,24.09,97,100,2.13,MM,1696111023
475,mount pearl,47.5166,-52.7813,12.4,93,100,2.57,CA,1696111023
476,shalqar,47.8333,59.6,16.45,53,100,1.22,KZ,1696111023
477,datong,40.0936,113.2914,9.38,37,3,1.03,CN,1696110799
478,caleta de carquin,-11.0925,-77.6267,19.94,82,100,4.26,PE,1696111024
479,mana,5.6592,-53.7767,27.61,81,8,5.47,GF,1696111025
480,haimen,23.1935,116.6142,25.94,84,0,3.49,CN,1696111025
481,adamantina,-21.6853,-51.0725,29.96,39,86,0.36,BR,1696111026
482,reggane,26.7158,0.1714,33.12,20,0,10.12,DZ,1696111026
483,khanty-mansiysk,61.0042,69.0019,-0.94,74,0,3.13,RU,1696111027
484,hobyo,5.3505,48.5268,25.83,86,28,10.21,SO,1696111027
485,santiago de cao,-7.9589,-79.2392,21.07,78,98,6.17,PE,1696111027
486,charters towers,-20.1,146.2667,20.52,64,19,6.14,AU,1696111028
487,qarauyl,48.9451,79.255,8.98,83,100,2.52,KZ,1696111029
488,bandarbeyla,9.4942,50.8122,25.72,87,30,9.09,SO,1696111029
489,namdrik,5.5994,168.1028,28.98,72,100,2.82,MH,1696111029
490,ussel,45.55,2.3167,17.16,79,9,1.33,FR,1696111030
491,todos santos,23.45,-110.2167,35.72,74,3,4.73,MX,1696111030
492,selfoss,63.9331,-20.9971,8.91,82,100,8.06,IS,1696111031
493,rio preto da eva,-2.6994,-59.6997,35.57,26,100,1.17,BR,1696111031
494,korhogo,9.45,-5.6333,23.7,89,96,2.24,CI,1696111031
495,pemangkat,1.1667,108.9667,25.23,87,100,2.37,ID,1696111032
496,chinchilla,-26.75,150.6333,18.88,59,0,7.23,AU,1696111032
497,tlaltenango de sanchez roman,21.7833,-103.3167,29.26,29,46,3.65,MX,1696111033
498,port moresby,-9.4431,147.1797,24.68,88,75,5.14,PG,1696111033
499,minas de marcona,-15.2119,-75.1103,17.6,70,20,4.4,PE,1696111033
500,eirunepe,-6.6603,-69.8736,31.06,61,91,0.79,BR,1696111034
501,gursahaiganj,27.1167,79.7167,26.21,57,13,1.99,IN,1696111034
502,mpika,-11.8343,31.4529,19.01,51,18,2.04,ZM,1696111035
503,martapura,-3.4167,114.85,22.05,100,40,1.54,ID,1696111035
504,akureyri,65.6835,-18.0878,3.96,87,75,1.54,IS,1696111036
505,yonggang-up,38.8561,125.4244,14.56,62,0,3.33,KP,1696111036
506,mulanur,10.7667,77.7167,24.56,75,83,5.13,IN,1696111036
507,tan-tan,28.438,-11.1032,25.53,50,51,3.82,MA,1696111037
508,walvis bay,-22.9575,14.5053,12.83,87,0,3.09,NA,1696111037
509,pueblo,38.2545,-104.6091,31.97,17,0,9.26,US,1696110826
510,gadzhiyevo,69.2551,33.3362,7.74,94,96,3.67,RU,1696111038
511,maiduguri,11.8464,13.1603,28.34,63,61,0.97,NG,1696111039
512,new norfolk,-42.7826,147.0587,20.72,52,82,5.3,AU,1696111039
513,barra de santo antonio,-9.4047,-35.5072,25.6,73,16,3.48,BR,1696111040
514,casarza ligure,44.2719,9.447,22.51,78,83,1.34,IT,1696111040
515,pavlovka,52.6897,47.1405,10.83,64,99,2.3,RU,1696111040
516,protaras,35.0125,34.0583,24.44,80,97,3.27,CY,1696111041
517,hauterive,46.0901,3.4459,15.42,76,6,0.8,FR,1696111041
518,sinop,41.7711,34.8709,15.53,85,99,1.45,TR,1696111042
519,roma,43.2128,-75.4557,22.68,73,22,0.45,US,1696111042
520,cukai,4.25,103.4167,25.0,89,100,1.5,MY,1696111042
521,oranjemund,-28.55,16.4333,14.21,82,0,6.73,NA,1696111043
522,macau,22.2006,113.5461,28.81,83,20,1.54,MO,1696111043
523,dhemaji,27.4833,94.5833,24.8,86,97,1.49,IN,1696111044
524,muroto-misakicho,33.2833,134.15,25.48,83,92,2.62,JP,1696111044
525,collingwood,44.4834,-80.2164,24.36,73,11,2.98,CA,1696111045
526,sterlibashevo,53.4376,55.2578,8.26,87,53,0.91,RU,1696111045
527,fray luis beltran,-39.3167,-65.7667,19.59,21,9,4.76,AR,1696111045
528,healesville,-37.65,145.5167,23.31,30,98,1.79,AU,1696111046
529,kijang,35.2442,129.2139,14.85,75,92,2.45,KR,1696111046
530,biryusinsk,55.9634,97.8235,6.92,93,100,4.04,RU,1696111047
531,kununurra,-15.7667,128.7333,20.99,88,52,0.51,AU,1696111047
532,birnin kudu,11.4459,9.4984,24.13,76,66,2.41,NG,1696111048
533,kalmunai,7.4167,81.8167,25.55,84,99,5.92,LK,1696111049
534,baganga,7.5739,126.56,26.21,81,100,2.48,PH,1696111049
535,asau,46.4333,26.4,11.51,51,1,2.04,RO,1696111049
536,la union,-5.4,-80.75,27.36,51,78,9.21,PE,1696111050
537,sisophon,13.5859,102.9737,24.87,93,99,2.26,KH,1696111050
538,kismayo,-0.3582,42.5454,25.62,84,1,6.77,SO,1696111051
539,chemolgan,43.1897,76.5292,6.81,55,69,1.84,KZ,1696111051
540,goondiwindi,-28.55,150.3167,19.66,50,2,7.22,AU,1696111051
541,luwuk,-0.9516,122.7875,24.17,87,81,2.03,ID,1696111052
542,fuerte olimpo,-21.0415,-57.8738,30.1,34,4,3.68,PY,1696111052
543,puerto ayacucho,5.6639,-67.6236,30.62,73,90,1.07,VE,1696111053
544,karratha,-20.7377,116.8463,25.96,28,0,3.71,AU,1696111053
545,huron,41.1501,-82.5499,24.81,69,4,4.37,US,1696111053
546,samfya,-11.3649,29.5565,24.06,38,35,3.03,ZM,1696111054
547,wuwei,37.9281,102.6414,14.16,39,100,2.89,CN,1696111054
548,debre sina,9.85,39.7667,12.41,65,35,0.69,ET,1696111056
549,zainsk,55.3195,52.0694,10.55,79,96,2.26,RU,1696111056
550,bardsir,29.9227,56.5743,16.42,27,1,1.83,IR,1696111057
551,lianshan,40.7643,120.8533,13.9,38,0,3.15,CN,1696111057
552,galle,6.0367,80.217,25.29,89,100,3.39,LK,1696111057
553,johi,26.6921,67.6133,27.56,13,0,2.49,PK,1696111058
